Number of Records,Recipient RECORD NUMBER,Vendor USED RECORD NUMBER,X,Y
1,4569,2,-79.502299,36.082546
1,2125,2,-79.509688,36.082575
1,1109,2,-79.272714,36.08268
1,2254,2,-79.278242,36.082752
1,3356,2,-79.476113,36.083002
1,3601,2,-79.417998,36.083023
1,2408,2,-79.518391,36.083169
1,1321,2,-79.290639,36.083215
1,4894,2,-79.509802,36.084227
1,4979,2,-79.488535,36.084578
1,2376,2,-79.432046,36.08458
1,3599,2,-79.527609,36.084638
1,2404,2,-79.457732,36.085709
1,3707,2,-79.490406,36.08588
1,3887,2,-79.515711,36.086011
1,3890,2,-79.515711,36.086011
1,4637,2,-79.498984,36.086123
1,2717,2,-79.45514,36.086726
1,1561,2,-79.277348,36.086801
1,3643,2,-79.498639,36.087219
1,1716,2,-79.392486,36.087767
1,4134,2,-79.278985,36.088107
1,3443,2,-79.267022,36.088561
1,1607,2,-79.488935,36.088777
1,1702,2,-79.271383,36.088825
1,2259,2,-79.265052,36.089059
1,2056,2,-79.432964,36.089156
1,4368,2,-79.489151,36.089253
1,1730,2,-79.500775,36.089478
1,1573,2,-79.26933,36.089932
1,2003,2,-79.263501,36.090212
1,2205,2,-79.264052,36.09122
1,2940,2,-79.451726,36.091269
1,2748,2,-79.422467,36.091486
1,4603,2,-79.454765,36.09154
1,2970,2,-79.476176,36.09161
1,1270,2,-79.521003,36.091776
1,1328,2,-79.521003,36.091776
1,3926,2,-79.268234,36.092084
1,4763,2,-79.391249,36.092123
1,1970,2,-79.523508,36.092468
1,1833,2,-79.530104,36.092689
1,4752,2,-79.267772,36.093019
1,4874,2,-79.268872,36.09414
1,1250,2,-79.267897,36.094966
1,3262,2,-79.274142,36.09503
1,1183,2,-79.423623,36.095381
1,2729,2,-79.398802,36.09547
1,2911,2,-79.464547,36.095499
1,2244,2,-79.466776,36.095736
1,4046,2,-79.511522,36.095868
1,1940,2,-79.358866,36.09587
1,1485,2,-79.286828,36.095936
1,4753,2,-79.457984,36.096209
1,2476,2,-79.516189,36.0963
1,4980,2,-79.483449,36.096568
1,1386,2,-79.528077,36.096612
1,1773,2,-79.532495,36.096803
1,4345,2,-79.273427,36.097305
1,2899,2,-79.518169,36.097376
1,2527,2,-79.432897,36.09755
1,2088,2,-79.525628,36.097743
1,3158,2,-79.508594,36.097899
1,2150,2,-79.447899,36.097992
1,3697,2,-79.494243,36.098405
1,1556,2,-79.262489,36.098644
1,2358,2,-79.440709,36.098716
1,2158,2,-79.453023,36.09893
1,4040,2,-79.436559,36.099185
1,2367,2,-79.469367,36.099369
1,3157,2,-79.478769,36.099563
1,3631,2,-79.449802,36.099801
1,1079,2,-79.272489,36.099919
1,3266,2,-79.397563,36.099986
1,3658,2,-79.46823,36.10003
1,2596,2,-79.393359,36.100492
1,1018,2,-79.467648,36.10087
1,1209,2,-79.419689,36.101025
1,1667,2,-79.450484,36.101269
1,2375,2,-79.391509,36.101745
1,4122,2,-79.275522,36.101889
1,4883,2,-79.399121,36.102613
1,1466,2,-79.281309,36.103183
1,1284,2,-79.471828,36.103213
1,4793,2,-79.272152,36.103725
1,1681,2,-79.440499,36.104052
1,3074,2,-79.435863,36.10461
1,4263,2,-79.512066,36.104986
1,4915,2,-79.264382,36.106191
1,4146,2,-79.429013,36.106269
1,4716,2,-79.50278,36.106834
1,2515,2,-79.515535,36.107909
1,2734,2,-79.432861,36.107965
1,1723,2,-79.516,36.108705
1,2671,2,-79.417315,36.109038
1,4533,2,-79.422136,36.109659
1,3106,2,-79.475384,36.110136
1,4544,2,-79.353448,36.110628
1,2946,2,-79.438404,36.111251
1,4344,2,-79.531718,36.111683
1,2209,2,-79.415051,36.112065
1,4920,2,-79.436612,36.112826
1,4967,2,-79.530539,36.11361
1,2908,2,-79.398602,36.114136
1,2964,2,-79.526491,36.114379
1,3837,2,-79.440359,36.114617
1,3259,2,-79.399101,36.114617
1,2816,2,-79.53079,36.114677
1,1264,2,-79.529509,36.114788
1,1434,2,-79.352733,36.116252
1,2877,2,-79.326042,36.11697
1,2723,2,-79.426541,36.117802
1,4507,2,-79.510585,36.117819
1,1473,2,-79.495361,36.121009
1,1588,2,-79.431227,36.121095
1,2201,2,-79.346746,36.121175
1,4257,2,-79.491254,36.12146
1,4726,2,-79.510668,36.122535
1,4047,2,-79.351059,36.122606
1,4002,2,-79.272396,36.12263
1,2114,2,-79.270404,36.122682
1,2319,2,-79.29894,36.122691
1,4891,2,-79.414013,36.124077
1,4694,2,-79.441777,36.124969
1,4700,2,-79.345622,36.126108
1,4052,2,-79.348786,36.126809
1,4542,2,-79.261372,36.127423
1,4505,2,-79.497378,36.128879
1,2751,2,-79.265269,36.128976
1,2598,2,-79.380402,36.129228
1,2803,2,-79.473131,36.130831
1,2222,2,-79.463112,36.130882
1,3648,2,-79.294042,36.131026
1,2597,2,-79.378665,36.131908
1,2101,2,-79.266592,36.132569
1,4850,2,-79.414453,36.134067
1,1594,2,-79.42774,36.138966
1,4875,2,-79.428854,36.140085
1,4876,2,-79.428854,36.140085
1,3435,2,-79.428555,36.141136
1,1112,2,-79.45798,36.141784
1,4060,2,-79.466524,36.141925
1,3010,2,-79.311635,36.143558
1,3035,2,-79.307848,36.144706
1,2843,2,-79.338638,36.146961
1,2045,2,-79.473294,36.149625
1,4474,2,-79.441171,36.150569
1,4410,2,-79.408678,36.152664
1,4215,2,-79.448042,36.153172
1,2639,2,-79.293667,36.153882
1,4696,2,-79.267905,36.154583
1,3377,2,-79.33586,36.15734
1,1992,2,-79.460034,36.157484
1,4617,2,-79.433421,36.15901
1,4116,2,-79.525654,36.160525
1,2229,2,-79.503262,36.160563
1,4092,2,-79.280027,36.160715
1,1541,2,-79.51305,36.168517
1,2811,2,-79.473374,36.169895
1,4639,2,-79.303527,36.172681
1,3407,2,-79.437297,36.17639
1,3580,2,-79.383782,36.176481
1,2274,2,-79.523469,36.176693
1,3381,2,-79.388177,36.17815
1,3174,2,-79.480715,36.18216
1,4244,2,-79.460001,36.191151
1,3350,2,-79.325817,36.193262
1,3036,2,-79.291022,36.193899
1,1438,2,-79.495454,36.198431
1,1444,2,-79.495454,36.198431
1,4908,2,-79.316064,36.198794
1,4332,2,-79.322707,36.200338
1,4289,2,-79.386673,36.206187
1,1912,2,-79.474201,36.209326
1,1913,2,-79.474201,36.209326
1,4197,2,-79.267818,36.211658
1,4853,2,-79.341772,36.212856
1,3054,2,-79.39589,36.229722
1,3830,2,-79.374784,36.236568
1,2720,2,-79.40049,36.240111
1,3135,3,-79.329974,35.860934
1,1243,3,-79.367241,35.873234
1,2324,3,-79.26989,35.878061
1,2730,3,-79.466982,35.88472
1,2018,3,-79.284106,35.900605
1,4358,3,-79.420776,35.903673
1,4825,3,-79.383904,35.919233
1,1376,3,-79.399295,35.927201
1,2289,3,-79.49143,35.929976
1,1190,3,-79.455423,35.938061
1,2686,3,-79.327397,35.944994
1,4250,3,-79.329439,35.946211
1,3267,3,-79.376484,35.946596
1,2001,3,-79.312733,35.95138
1,3493,3,-79.467715,35.951914
1,3342,3,-79.290182,35.955511
1,3368,3,-79.290182,35.955511
1,1290,3,-79.502361,35.956813
1,2458,3,-79.271172,35.961254
1,2918,3,-79.415805,35.961264
1,4086,3,-79.487624,35.963928
1,4034,3,-79.274566,35.965528
1,1695,3,-79.460615,35.966106
1,2817,3,-79.45905,35.968029
1,2818,3,-79.45905,35.968029
1,2428,3,-79.43614,35.968187
1,4682,3,-79.31395,35.968504
1,2413,3,-79.43452,35.968544
1,2296,3,-79.273829,35.972671
1,3062,3,-79.327354,35.973118
1,1069,3,-79.294001,35.97675
1,2258,3,-79.309624,35.979063
1,1060,3,-79.446542,35.982294
1,1097,3,-79.538215,35.983125
1,4556,3,-79.307085,35.98363
1,4557,3,-79.307085,35.98363
1,1108,3,-79.361057,35.983976
1,1113,3,-79.361057,35.983976
1,1714,3,-79.263266,35.992458
1,4848,3,-79.428567,35.995834
1,2257,3,-79.368324,36.000567
1,2561,3,-79.422086,36.000862
1,2293,3,-79.448427,36.003475
1,4432,3,-79.388793,36.004852
1,4442,3,-79.388793,36.004852
1,4255,3,-79.306722,36.009089
1,1866,3,-79.29541,36.011222
1,1867,3,-79.29541,36.011222
1,2425,3,-79.362279,36.01285
1,1487,3,-79.294111,36.013299
1,1482,3,-79.385067,36.015031
1,2691,3,-79.387759,36.015631
1,1198,3,-79.318722,36.017757
1,2828,3,-79.314078,36.019291
1,2831,3,-79.314078,36.019291
1,4130,3,-79.51516,36.019444
1,1524,3,-79.314971,36.021104
1,2670,3,-79.391317,36.022944
1,4192,3,-79.421591,36.024059
1,2629,3,-79.389121,36.024169
1,2583,3,-79.389977,36.024181
1,2026,3,-79.352474,36.026737
1,1051,3,-79.307695,36.026947
1,1643,3,-79.481353,36.027297
1,1168,3,-79.359215,36.028436
1,2436,3,-79.287346,36.028524
1,1424,3,-79.327175,36.028785
1,1679,3,-79.416444,36.029904
1,1400,3,-79.358303,36.029979
1,2762,3,-79.340072,36.030064
1,2763,3,-79.340072,36.030064
1,3359,3,-79.421792,36.03029
1,1395,3,-79.335145,36.030424
1,4801,3,-79.472916,36.030472
1,4470,3,-79.381367,36.031847
1,4660,3,-79.400555,36.032184
1,4667,3,-79.3574,36.033302
1,4444,3,-79.519,36.033925
1,2127,3,-79.403788,36.034495
1,2806,3,-79.417132,36.034792
1,4354,3,-79.387339,36.034975
1,1431,3,-79.412222,36.035206
1,1616,3,-79.3164,36.036164
1,4762,3,-79.445039,36.038093
1,2714,3,-79.47657,36.038234
1,2103,3,-79.358698,36.039196
1,2434,3,-79.398653,36.039849
1,3391,3,-79.404748,36.040692
1,1224,3,-79.382545,36.040914
1,2624,3,-79.507632,36.04113
1,4815,3,-79.410532,36.041534
1,1891,3,-79.382579,36.041769
1,1897,3,-79.382579,36.041769
1,3665,3,-79.514655,36.044097
1,2007,3,-79.373234,36.044275
1,4100,3,-79.435799,36.046615
1,2019,3,-79.306368,36.047179
1,1519,3,-79.394179,36.047714
1,3454,3,-79.404422,36.04786
1,4532,3,-79.397302,36.048582
1,2011,3,-79.363217,36.049159
1,3703,3,-79.394247,36.0492
1,4778,3,-79.412195,36.049266
1,4988,3,-79.387205,36.049572
1,4406,3,-79.538686,36.050347
1,1161,3,-79.395097,36.050467
1,1691,3,-79.306706,36.05087
1,1692,3,-79.306706,36.05087
1,3282,3,-79.537197,36.051463
1,4993,3,-79.379145,36.051896
1,4896,3,-79.402639,36.052038
1,1446,3,-79.428212,36.052131
1,2252,3,-79.424987,36.052263
1,2066,3,-79.531406,36.052569
1,1506,3,-79.398369,36.054065
1,3450,3,-79.531748,36.054091
1,2262,3,-79.53204,36.054586
1,1840,3,-79.474958,36.054722
1,3029,3,-79.429088,36.054785
1,1806,3,-79.29318,36.054944
1,1808,3,-79.29318,36.054944
1,4902,3,-79.426375,36.055022
1,4966,3,-79.271534,36.055043
1,4759,3,-79.425294,36.055137
1,4771,3,-79.507351,36.055368
1,1414,3,-79.531551,36.055493
1,3604,3,-79.401624,36.05562
1,3803,3,-79.37789,36.055647
1,3184,3,-79.401662,36.055677
1,2914,3,-79.525205,36.057232
1,2074,3,-79.535383,36.057283
1,2333,3,-79.36956,36.057579
1,2012,3,-79.528893,36.057673
1,4572,3,-79.296176,36.058104
1,1757,3,-79.299132,36.05866
1,3878,3,-79.532137,36.059302
1,2341,3,-79.280107,36.059648
1,1950,3,-79.301507,36.059804
1,2682,3,-79.27991,36.05991
1,3172,3,-79.346366,36.059936
1,4598,3,-79.531505,36.060108
1,4768,3,-79.522591,36.060435
1,3772,3,-79.479055,36.060507
1,3776,3,-79.479055,36.060507
1,1471,3,-79.273406,36.060539
1,4659,3,-79.484031,36.06116
1,4528,3,-79.282448,36.062305
1,2200,3,-79.272382,36.062451
1,1145,3,-79.273458,36.0625
1,2391,3,-79.491281,36.063385
1,1824,3,-79.388901,36.063414
1,1618,3,-79.490316,36.063544
1,4438,3,-79.478685,36.064432
1,3014,3,-79.422974,36.065363
1,4666,3,-79.453962,36.06569
1,2718,3,-79.487193,36.065874
1,3246,3,-79.408865,36.065896
1,1534,3,-79.48612,36.066346
1,1538,3,-79.48612,36.066346
1,3655,3,-79.404555,36.067095
1,3656,3,-79.404555,36.067095
1,1920,3,-79.525457,36.067136
1,1442,3,-79.45106,36.068752
1,2767,3,-79.449916,36.068812
1,1520,3,-79.457419,36.069099
1,1559,3,-79.518282,36.069757
1,4386,3,-79.484009,36.070365
1,3913,3,-79.464602,36.07044
1,1666,3,-79.263274,36.070525
1,2915,3,-79.459758,36.070559
1,4899,3,-79.385378,36.07064
1,3957,3,-79.261069,36.070712
1,3371,3,-79.469959,36.070768
1,1288,3,-79.455312,36.071066
1,1749,3,-79.27703,36.071176
1,2653,3,-79.261731,36.07186
1,1301,3,-79.384674,36.072144
1,1177,3,-79.502831,36.072219
1,4258,3,-79.492401,36.072366
1,3980,3,-79.38296,36.072371
1,4106,3,-79.501739,36.073238
1,2609,3,-79.486322,36.073581
1,2693,3,-79.315021,36.073633
1,1535,3,-79.465771,36.073799
1,3780,3,-79.531048,36.073911
1,3202,3,-79.431813,36.073941
1,3353,3,-79.485373,36.074367
1,3976,3,-79.498829,36.074442
1,4329,3,-79.49873,36.074476
1,2357,3,-79.411134,36.075613
1,2237,3,-79.30881,36.076095
1,4546,3,-79.269459,36.076226
1,2576,3,-79.307573,36.076322
1,1946,3,-79.364611,36.07655
1,1600,3,-79.281084,36.076647
1,2536,3,-79.494811,36.076764
1,3463,3,-79.395119,36.07683
1,4760,3,-79.503877,36.077328
1,1848,3,-79.395232,36.077425
1,1994,3,-79.423073,36.07751
1,2931,3,-79.284029,36.077856
1,3411,3,-79.508623,36.077963
1,3789,3,-79.387785,36.078453
1,1138,3,-79.411244,36.078457
1,4079,3,-79.40944,36.07846
1,4083,3,-79.40944,36.07846
1,3503,3,-79.449385,36.078973
1,4931,3,-79.449201,36.079186
1,2165,3,-79.501646,36.079221
1,1140,3,-79.405627,36.079376
1,4706,3,-79.292443,36.079929
1,1949,3,-79.496907,36.079993
1,1133,3,-79.281608,36.080197
1,3868,3,-79.408612,36.080455
1,4367,3,-79.456975,36.080468
1,4371,3,-79.456975,36.080468
1,2138,3,-79.283892,36.080543
1,4383,3,-79.458844,36.080879
1,3991,3,-79.28078,36.080953
1,2688,3,-79.268628,36.081285
1,2223,3,-79.495297,36.081788
1,4205,3,-79.493307,36.081792
1,1922,3,-79.481461,36.081946
1,1237,3,-79.493378,36.082045
1,1275,3,-79.508221,36.082275
1,2126,3,-79.509688,36.082575
1,1117,3,-79.29128,36.082778
1,2708,3,-79.278536,36.083467
1,2264,3,-79.284989,36.083597
1,3919,3,-79.292236,36.083599
1,2557,3,-79.29086,36.084101
1,4373,3,-79.497842,36.084306
1,4795,3,-79.322178,36.084495
1,3635,3,-79.467657,36.084518
1,3633,3,-79.32243,36.08481
1,1029,3,-79.474084,36.084832
1,2936,3,-79.328531,36.085579
1,4014,3,-79.266812,36.085672
1,1650,3,-79.454831,36.085919
1,4900,3,-79.453563,36.0861
1,4456,3,-79.454983,36.086127
1,4583,3,-79.527257,36.086188
1,4584,3,-79.527257,36.086188
1,3100,3,-79.503139,36.086309
1,3787,3,-79.529604,36.087188
1,3794,3,-79.376336,36.08743
1,2495,3,-79.481711,36.087556
1,4606,3,-79.507661,36.087634
1,4621,3,-79.507661,36.087634
1,2600,3,-79.499156,36.088002
1,1688,3,-79.474564,36.088063
1,3810,3,-79.536582,36.08833
1,2280,3,-79.265052,36.089059
1,4775,3,-79.440421,36.089603
1,4688,3,-79.483155,36.090046
1,1577,3,-79.448682,36.090143
1,4518,3,-79.272612,36.09024
1,4467,3,-79.529484,36.090303
1,1863,3,-79.480093,36.090532
1,2941,3,-79.451726,36.091269
1,3709,3,-79.456097,36.091467
1,4669,3,-79.451834,36.091568
1,1707,3,-79.474846,36.091583
1,1125,3,-79.523726,36.091593
1,2699,3,-79.511145,36.091608
1,2022,3,-79.527507,36.091678
1,1304,3,-79.521003,36.091776
1,4036,3,-79.477943,36.092197
1,2157,3,-79.528389,36.092466
1,4779,3,-79.262255,36.092467
1,2944,3,-79.498918,36.09271
1,2053,3,-79.271282,36.093143
1,1024,3,-79.517212,36.093394
1,2172,3,-79.465885,36.093713
1,3495,3,-79.504081,36.093727
1,3176,3,-79.289782,36.093944
1,2586,3,-79.474858,36.093977
1,3378,3,-79.278524,36.094363
1,3216,3,-79.306634,36.094367
1,3867,3,-79.46465,36.094669
1,2963,3,-79.523638,36.095427
1,1269,3,-79.265136,36.095531
1,2952,3,-79.265136,36.095531
1,3369,3,-79.316515,36.096398
1,3978,3,-79.401015,36.09663
1,3751,3,-79.528925,36.09683
1,3805,3,-79.262972,36.09697
1,1517,3,-79.394548,36.097008
1,1021,3,-79.468221,36.097103
1,1287,3,-79.355681,36.097383
1,3551,3,-79.388125,36.097443
1,4647,3,-79.42766,36.097642
1,4142,3,-79.447776,36.097928
1,1374,3,-79.482532,36.09796
1,3698,3,-79.471747,36.098365
1,3756,3,-79.263835,36.098923
1,2733,3,-79.456064,36.09895
1,3739,3,-79.508232,36.099141
1,3068,3,-79.441765,36.099162
1,4430,3,-79.452685,36.09919
1,3533,3,-79.504182,36.099274
1,3549,3,-79.504182,36.099274
1,1885,3,-79.460653,36.100427
1,3728,3,-79.266267,36.100899
1,2192,3,-79.419757,36.100989
1,4318,3,-79.398,36.10148
1,2344,3,-79.391509,36.101745
1,2345,3,-79.391509,36.101745
1,1932,3,-79.450206,36.101993
1,2829,3,-79.461083,36.102405
1,1435,3,-79.400048,36.102501
1,1902,3,-79.281126,36.102602
1,4670,3,-79.419707,36.102617
1,3968,3,-79.435903,36.102668
1,2635,3,-79.372321,36.102679
1,4466,3,-79.472682,36.102724
1,1389,3,-79.298171,36.102969
1,4535,3,-79.268999,36.103275
1,4027,3,-79.267273,36.103324
1,2186,3,-79.421098,36.104031
1,3041,3,-79.267464,36.105067
1,3719,3,-79.395726,36.105572
1,2397,3,-79.403785,36.105655
1,1699,3,-79.527065,36.105882
1,1700,3,-79.527065,36.105882
1,4355,3,-79.527429,36.105972
1,4224,3,-79.276151,36.1062
1,2041,3,-79.508318,36.106598
1,3718,3,-79.410753,36.106639
1,2542,3,-79.298395,36.10712
1,2949,3,-79.435306,36.108362
1,3440,3,-79.288825,36.108399
1,4790,3,-79.280189,36.108997
1,1153,3,-79.451048,36.109404
1,1959,3,-79.442276,36.110811
1,2347,3,-79.42757,36.11095
1,3965,3,-79.472122,36.111876
1,3955,3,-79.451703,36.112375
1,4714,3,-79.534283,36.113617
1,2910,3,-79.398602,36.114136
1,2765,3,-79.525348,36.114774
1,4054,3,-79.531796,36.11529
1,3059,3,-79.486091,36.115679
1,4592,3,-79.435129,36.11601
1,1568,3,-79.488489,36.11673
1,4618,3,-79.530808,36.116892
1,1547,3,-79.480217,36.116999
1,1770,3,-79.486518,36.11764
1,4684,3,-79.314152,36.118822
1,1671,3,-79.303433,36.1205
1,1440,3,-79.463138,36.1215
1,2616,3,-79.444179,36.122583
1,3856,3,-79.476365,36.123283
1,1900,3,-79.454259,36.123659
1,2182,3,-79.337402,36.124408
1,4204,3,-79.312295,36.124494
1,4246,3,-79.443979,36.124885
1,1289,3,-79.2687,36.124953
1,2501,3,-79.476173,36.125369
1,1337,3,-79.338032,36.125548
1,2646,3,-79.34547,36.126144
1,3679,3,-79.426704,36.128771
1,3982,3,-79.480818,36.129041
1,4820,3,-79.282947,36.130623
1,4821,3,-79.282947,36.130623
1,4293,3,-79.492265,36.132437
1,2863,3,-79.413204,36.132672
1,3363,3,-79.266462,36.134745
1,1851,3,-79.500116,36.1353
1,3327,3,-79.50254,36.135838
1,4377,3,-79.276729,36.136032
1,2504,3,-79.427683,36.139417
1,3154,3,-79.419626,36.139768
1,1775,3,-79.457882,36.140573
1,1962,3,-79.428569,36.140861
1,2160,3,-79.465195,36.143096
1,3043,3,-79.307848,36.144706
1,3076,3,-79.44245,36.146224
1,3362,3,-79.385687,36.147357
1,4160,3,-79.271197,36.15236
1,4409,3,-79.409071,36.152385
1,4642,3,-79.525567,36.15489
1,3860,3,-79.402713,36.157101
1,3343,3,-79.33586,36.15734
1,2054,3,-79.513261,36.160531
1,4183,3,-79.461551,36.175135
1,2276,3,-79.523469,36.176693
1,3632,3,-79.464815,36.182309
1,2132,3,-79.5268,36.18377
1,3539,3,-79.40908,36.184062
1,4006,3,-79.526942,36.184292
1,3896,3,-79.40576,36.18596
1,1583,3,-79.475719,36.185981
1,3457,3,-79.464666,36.188534
1,2342,3,-79.469484,36.189899
1,2190,3,-79.320712,36.197616
1,3394,3,-79.424223,36.198177
1,1608,3,-79.288108,36.208639
1,1609,3,-79.288108,36.208639
1,1533,3,-79.472201,36.223468
1,1375,3,-79.47486,36.224175
1,3960,3,-79.305108,36.227444
1,3048,3,-79.39589,36.229722
1,4948,3,-79.429262,36.229731
1,2412,3,-79.400936,36.230166
1,4730,4,-79.400245,35.851521
1,2406,4,-79.537763,35.868018
1,1809,4,-79.373477,35.871598
1,2558,4,-79.29441,35.87388
1,2292,4,-79.363747,35.874927
1,1549,4,-79.346389,35.879221
1,3167,4,-79.327778,35.892064
1,2712,4,-79.327338,35.893796
1,3124,4,-79.348354,35.898169
1,2703,4,-79.277058,35.900605
1,2704,4,-79.277058,35.900605
1,4934,4,-79.272838,35.900859
1,3123,4,-79.350381,35.903522
1,2424,4,-79.482577,35.909515
1,2505,4,-79.346204,35.920567
1,2266,4,-79.504649,35.922825
1,3593,4,-79.491321,35.930937
1,1044,4,-79.350483,35.932227
1,3550,4,-79.326456,35.937412
1,4570,4,-79.465406,35.938033
1,1500,4,-79.341867,35.941045
1,3844,4,-79.437339,35.944063
1,4249,4,-79.329439,35.946211
1,2394,4,-79.320647,35.947281
1,1082,4,-79.44259,35.952472
1,1397,4,-79.50994,35.952893
1,3013,4,-79.323335,35.955187
1,2245,4,-79.50324,35.956473
1,2247,4,-79.50324,35.956473
1,4548,4,-79.325973,35.956992
1,4231,4,-79.451125,35.959271
1,4232,4,-79.451125,35.959271
1,4082,4,-79.491211,35.96027
1,1709,4,-79.362538,35.96637
1,1065,4,-79.299753,35.966883
1,3660,4,-79.275833,35.967022
1,2420,4,-79.43452,35.968544
1,2297,4,-79.273829,35.972671
1,1642,4,-79.325639,35.977195
1,1067,4,-79.293635,35.978038
1,1059,4,-79.292328,35.979811
1,3328,4,-79.342695,35.980193
1,3971,4,-79.269863,35.980771
1,4025,4,-79.491325,35.983244
1,4555,4,-79.307085,35.98363
1,1576,4,-79.430085,35.990218
1,4448,4,-79.381765,35.990455
1,3297,4,-79.379529,35.990892
1,4471,4,-79.310508,35.991186
1,2248,4,-79.470914,35.995677
1,4851,4,-79.428567,35.995834
1,3676,4,-79.315479,35.997707
1,4021,4,-79.375558,35.998532
1,3361,4,-79.392207,35.999141
1,4468,4,-79.400829,36.001041
1,4942,4,-79.385644,36.003568
1,3261,4,-79.399357,36.00379
1,2893,4,-79.324507,36.004276
1,1223,4,-79.371043,36.005612
1,1236,4,-79.371043,36.005612
1,3596,4,-79.44105,36.00574
1,3500,4,-79.362187,36.012914
1,4964,4,-79.507413,36.014854
1,3147,4,-79.53688,36.017751
1,4252,4,-79.539886,36.018941
1,1989,4,-79.494125,36.019502
1,3814,4,-79.418956,36.020268
1,3403,4,-79.442864,36.020943
1,2604,4,-79.438791,36.021083
1,1460,4,-79.53692,36.02177
1,3516,4,-79.394577,36.022899
1,4173,4,-79.421591,36.024059
1,4300,4,-79.49327,36.025234
1,4181,4,-79.290225,36.026034
1,1362,4,-79.325292,36.026066
1,4741,4,-79.420658,36.026258
1,2544,4,-79.450127,36.026549
1,1628,4,-79.481353,36.027297
1,3304,4,-79.332183,36.027451
1,3693,4,-79.414328,36.027633
1,2374,4,-79.343199,36.027673
1,2116,4,-79.338194,36.028925
1,3116,4,-79.538484,36.029367
1,2577,4,-79.391475,36.029478
1,2488,4,-79.337362,36.030512
1,3103,4,-79.34018,36.030658
1,1733,4,-79.339704,36.030966
1,1918,4,-79.337776,36.032134
1,1919,4,-79.337776,36.032134
1,1551,4,-79.368861,36.032621
1,3737,4,-79.373517,36.033605
1,2538,4,-79.406983,36.034222
1,4503,4,-79.403816,36.034541
1,2794,4,-79.417132,36.034792
1,1443,4,-79.412222,36.035206
1,4707,4,-79.414879,36.03531
1,2726,4,-79.371188,36.035513
1,2728,4,-79.371188,36.035513
1,1613,4,-79.3164,36.036164
1,1318,4,-79.376016,36.036427
1,2648,4,-79.324829,36.036694
1,2295,4,-79.326503,36.036951
1,2253,4,-79.318814,36.03752
1,1830,4,-79.418801,36.037557
1,1925,4,-79.351218,36.037563
1,1889,4,-79.47657,36.038234
1,2143,4,-79.360057,36.038493
1,2903,4,-79.33014,36.038532
1,3131,4,-79.330379,36.038878
1,2774,4,-79.393176,36.039006
1,2737,4,-79.278758,36.039011
1,1553,4,-79.42632,36.039151
1,1042,4,-79.402514,36.039486
1,1670,4,-79.330953,36.03991
1,2455,4,-79.328869,36.040415
1,1923,4,-79.43558,36.04163
1,3865,4,-79.378647,36.042237
1,3280,4,-79.409363,36.042258
1,3281,4,-79.409363,36.042258
1,3576,4,-79.384316,36.0426
1,1299,4,-79.398,36.043848
1,2613,4,-79.518359,36.043974
1,2340,4,-79.40992,36.044085
1,2732,4,-79.302435,36.045175
1,4081,4,-79.346973,36.047966
1,3961,4,-79.402927,36.048192
1,1220,4,-79.300221,36.04842
1,3286,4,-79.394868,36.050215
1,2338,4,-79.387344,36.050348
1,1162,4,-79.395097,36.050467
1,2269,4,-79.401914,36.05059
1,2685,4,-79.306706,36.05087
1,1492,4,-79.435108,36.050917
1,2241,4,-79.369724,36.05138
1,1810,4,-79.531406,36.052414
1,1528,4,-79.306777,36.052672
1,3065,4,-79.535672,36.052699
1,4974,4,-79.391027,36.052972
1,2378,4,-79.395849,36.053084
1,4586,4,-79.395579,36.053084
1,2213,4,-79.390043,36.053412
1,4686,4,-79.398683,36.054074
1,1737,4,-79.31391,36.054558
1,1130,4,-79.425386,36.054617
1,3185,4,-79.403782,36.054635
1,2419,4,-79.296204,36.05468
1,2850,4,-79.471617,36.055509
1,1477,4,-79.401865,36.055713
1,2270,4,-79.532396,36.056369
1,1944,4,-79.533257,36.056874
1,2224,4,-79.423936,36.057128
1,1350,4,-79.491225,36.057184
1,3208,4,-79.493125,36.057262
1,4886,4,-79.532843,36.057606
1,4697,4,-79.410542,36.057889
1,2580,4,-79.489053,36.058387
1,2499,4,-79.271854,36.058408
1,2526,4,-79.529248,36.059545
1,4613,4,-79.477358,36.060012
1,2824,4,-79.485067,36.060286
1,1490,4,-79.414386,36.061139
1,2722,4,-79.42646,36.061181
1,3735,4,-79.462331,36.061839
1,3057,4,-79.284161,36.062115
1,3501,4,-79.453162,36.062327
1,4303,4,-79.3801,36.062582
1,2745,4,-79.477134,36.062906
1,2178,4,-79.477114,36.063324
1,2672,4,-79.379961,36.063336
1,2225,4,-79.414396,36.063892
1,2145,4,-79.298321,36.064916
1,3016,4,-79.422974,36.065363
1,4275,4,-79.417484,36.065385
1,1340,4,-79.46022,36.065777
1,4309,4,-79.414323,36.065782
1,1574,4,-79.453697,36.065914
1,3714,4,-79.293783,36.066265
1,1893,4,-79.294911,36.066285
1,1461,4,-79.366388,36.066349
1,3170,4,-79.419156,36.066429
1,3338,4,-79.525394,36.066566
1,4446,4,-79.392262,36.066571
1,4977,4,-79.48753,36.067195
1,1188,4,-79.266107,36.067465
1,1189,4,-79.266107,36.067465
1,4482,4,-79.460472,36.067541
1,1293,4,-79.275614,36.067618
1,2082,4,-79.419124,36.068152
1,3560,4,-79.457532,36.069203
1,4226,4,-79.518221,36.069243
